"transaction_id","bank_id","customer_id","amount"
"4d0ea58c-ff23-457c-9d57-123512be0ac3",49,932,-575.87
"1c6c673f-4cc6-4be7-b752-0f3083315cb6",56,168,-3610.98
"77c7a09b-2421-46d5-8e86-fbd531d262cf",94,60,8933.58
"b58a1aa2-2572-49c0-9c60-d262839251c7",71,1158,-8449.74
"93735f1a-f465-4e2b-89b6-c1669ee80f06",8,296,8559.6
"2cd1c3e4-4dd2-4b4c-bdc2-e52ced51786d",29,1121,7189.92
"963bf0a9-0983-4070-8e00-59b371b6f59b",40,822,2338.05
"148c8c3b-bc52-4b83-b9bf-828c702af509",89,541,1155.07
"1aafadc5-7bb9-4ca2-abac-37662079a3e7",100,1003,-70.89
"d4f0e76b-bb5c-4770-8ce1-54cc76208943",115,151,-9267.3
"0786fdd0-43a1-49dc-b7f2-ec39e63e700a",68,555,2084.3
"7356c958-047e-4b7d-ba99-e3a5c2fbbb1e",101,1255,6669.93
"7a07cf4a-579b-4b10-975d-1d7debbd3c07",53,1183,9523.39
"c94b0426-c9d6-4f94-a724-c2ef1ce310e8",49,174,-3322.23
"e977ccc2-d610-4aba-b8ee-1ee5ee38d7c6",80,683,6801.29
"a3d89576-5a7f-45be-a4fa-cc05b35ec255",19,395,-8668.75
"d9bc4998-9ebb-4a8a-bdc1-bb9cd8ebc77c",8,1172,-7861.41
"a2987c06-4334-49ca-958e-d58a62788081",17,105,8259.59
"06bf4e99-a282-457a-a7b4-174346ad80c6",104,1251,-1166.62
"1b7db939-4924-4b55-ab1e-350a9b2c3583",80,509,6625.65
"c739eae5-692a-4452-9b6e-d48858bb0547",103,292,-5264.88
"6cb10805-e833-400c-af3a-c509d6e60743",38,239,-1724.41
"e76631b6-3a3f-43f9-83ee-6500980b743f",29,243,4457.31
"dafa5841-b300-44b7-9933-c8f27956a819",94,298,-8902.1
"77d904a4-2a05-42a8-a476-2663637fea54",65,1310,-5367.06
"4b876153-4fc8-4e05-ba0a-44a974e1ccfd",5,73,-6140.9
"45d7bdef-190e-4f13-b37f-9ad9a3b15759",38,998,-8851.05
"fb14c815-2cf9-4af5-99b7-b92a0b513462",87,594,-6768.08
"bf41e57f-8fb9-4709-b24b-944a7eb2ed48",29,68,82.99
"6a335107-cf87-4e0e-b151-207a27ae9638",57,1043,5823.81
"473adaf1-0012-4ab8-820e-1db7041400f7",41,789,-1259.89
"a3a8a98d-a291-4724-b969-cfcb6fff6592",71,325,7402.57
"5036ed94-0b47-4a1d-a1f1-8bea21daaa9e",30,214,-4961.93
"2536b499-5422-462e-9e00-115c38177236",14,407,7751.6
"aeb89c72-7baa-469b-8d91-21db1bde4371",59,624,-3081.41
"0b362aa5-2a04-4eea-b18f-d157d5cb5d77",58,1276,-5614.44
"66607551-32f9-4c46-92a2-5184c63a8f7c",77,242,805.93
"3abe4a05-71fb-4dae-9886-d7f35e39946c",15,553,5105.85
"256d5b41-7321-435a-b5c2-32837a170b3a",109,1210,4759.44
"d2352493-bbc6-44c6-a689-ea30b560a4d7",48,377,-657.81
"60004486-b359-4b8d-9913-6c4f3155f363",91,1042,1785.5
"088438d2-a0df-4636-8e25-89f9b0942293",11,1245,6039.45
"39416f3b-f458-4bac-913b-04924b2a4f4c",12,893,-5395.74
"a73c4559-0f39-4efb-8be6-aedf574cd827",50,1008,3945.11
"41aef9f5-bea9-4e6c-8825-7739969ae0b5",4,285,-4872.02
"7448593e-8113-4cee-b78b-02aa83ee2644",28,995,902.04
"991f55eb-4dc7-4bd2-a793-f51fae147e3f",51,1129,-9936.91
"4bcbb374-1cc3-4aee-9d00-144e68ecf2b3",77,220,4251.13
"7a0f8974-0ded-4c16-9aa6-c2500b109971",29,4,-7336.45
"d3199349-5a73-4937-aa56-52b7e7eb09c8",107,496,-6288.86
"321d3f47-babc-44af-bb1e-ab9406456e68",35,837,7835.14
"b745ce25-8ea8-4d8c-9f1b-8aa50e298b5a",53,495,8120.56
"bbb6c6dc-1da6-463d-92ae-f13e1d4581c3",50,744,-5170.36
"d245c24c-a62d-4f2c-bce3-d955beba5780",108,826,2456.18
"258841fe-f697-430f-8f7f-89921e0a5485",57,176,7156.02
"db1d4ff0-b325-4a8d-acb8-0a73c91bf7e5",24,1128,2239.96
"88887277-bd8f-4daf-9bd7-e9850073b64f",63,1039,9929.64
"08d6dfde-a65e-46ca-b675-0af7be2ea146",39,565,3154.32
"da4961c8-9459-457d-a604-cb6b8761464b",113,181,2510.95
"f94c1827-c6f3-4963-9c97-8e654f83dd40",90,1323,5248.81
"5e4b684f-0c6c-4a8a-9b12-396cbc9b8167",12,754,-63.74
"469cdbfd-3ab7-4a43-828d-b28fb0509d3f",47,425,-9383.61
"4e7721aa-6c22-428e-9030-0dab948ea321",83,1158,8728.22
"a7d14f2c-92fd-4fb8-8263-39ff4e04b62a",99,1306,2432.15
"b8a6cba7-71b7-40e1-854a-dd172dc5c593",15,1092,5740.63
"ed4659ed-b3a8-420f-980c-6b94a7aabc11",35,661,-5583.04
"4d4c85f2-4ba4-480b-b8bd-8665f090a985",53,1130,9080.75
"55e17662-56a3-434b-b506-3347674aecf2",22,718,830.36
"ef4ed90a-1c1f-49ae-a204-f14cb48461c1",75,1194,5512.33
"6a87ae68-4e49-41e0-a63b-037a3972f343",105,539,-1957.41
"6250874e-9ba6-46a0-831d-cb83a73f6d17",61,640,2246.34
"6e7febe0-da1d-426c-96cc-91c33a956d7b",80,1220,-1238.92
"17d3204c-3ea5-4df2-81a2-d3c9ad2c2d9e",101,1303,-3564.43
"2e3b8644-99ff-49d8-b363-7c475f2513aa",70,879,-2663.08
"422c6547-6659-4e7d-a155-063409485238",88,919,-9539.74
"78b8fe82-625d-48d7-8182-27fbed145ee8",42,446,-3628.53
"49b6dfb7-5bfd-47e5-987b-f532dd157d39",65,653,1931.27
"ebc11b34-055f-48ae-805e-6f75152c26dd",60,181,5454.23
"11bc81df-4014-4209-9d3a-b784cd6dd8b4",105,1100,2371.89
"f8505d02-6e44-4741-bb0f-22ac027b4b54",73,1032,4319.67
"623a54eb-c4e1-47d8-9c99-53c39d6c2282",40,1046,5297.76
"0cc3d50a-c029-4142-bdcb-8a6c95bf3a9a",31,112,3366.12
"515b642d-3087-45ff-a12e-dcb5b3aabcc9",101,597,1562.49
"f312639b-d213-40ae-8dd0-b2df94b802ec",110,1105,-4146.79
"c988840d-ec7e-4a7e-904f-1e56b38bf96a",94,1277,1311.88
"f38b7489-001c-410c-8440-44982b2f2db2",20,761,5080.91
"b01eb713-2e55-466b-90ab-3f418e15ce18",1,1221,5256.42
"88279cb8-f4a9-4475-9795-0d8b56067e78",58,1210,2346.28
"343ef1f1-a995-417b-a61c-749f05c0a45e",2,1244,-7178.41
"8aba2856-8ca0-4e9a-b0ca-fa17fd0ac3e7",5,764,6435.16
"3487f50b-f552-4e78-90f1-0859d487e509",75,65,9831.6
"0588da56-1807-44f1-a27a-8b24d5edba47",31,101,-6101.86
"b7d241f1-99d8-44c7-bd8f-456eb4dc9720",52,602,7381.04
"5c55255b-61e0-479a-9f3e-79563e224012",33,1273,-2633.81
"8ed05ff1-ee68-4e3a-8c50-6af4499a67f2",39,541,-4950.35
"a1243e56-2263-4a12-9066-4b20362ee5c9",105,616,-268.49
"509b634c-a6b2-4ef1-b0a2-15b632e79edd",15,736,-4451.38
"e7656ba5-30fb-4ba1-a6ea-812f4b31b35d",9,1000,3719.74
"295efd92-5d45-494f-89f7-df006231dc79",53,281,-2587.06
"7461ee10-abe9-478c-a698-28a53acdd55f",99,775,-9452.27
"f9e8dc52-9ccb-46bb-9915-f7df47d0a90a",34,682,6104.42
"20f91afa-f1f2-46ba-adfd-fd3b1eb26638",6,138,-1996.5
"1ccf7d4d-02bd-42f9-b905-23f600a12fc8",109,593,-1392.96
"1ab5d61f-ea0a-4702-ae14-92ae747e8f56",60,231,-6590.77
"913b1241-d8f2-4210-8f6f-799ef45b195f",76,328,-9880.3
"bb148881-a9e4-46e8-8816-b6f43a76c20d",4,1140,9977.17
"c6bce704-4e97-4897-a8e7-6409bbb98123",13,957,1392.46
"7fb066aa-bb82-4d84-9f9a-f43f81c7fc12",22,712,-5488.74
"a53c4ab0-2c72-4f3f-be0a-e6bd36ef852b",4,315,-745.89
"fc249d60-15cf-432e-a8f2-390e9da3e2df",74,644,-1028.54
"4228b33e-4cc0-42ec-bc36-18e10483245a",36,591,2250.66
"fe3a2729-0dea-4cef-810d-772c6e5faccf",38,512,-3620.85
"fb864f6a-f21d-4239-afe9-0317b79d4c64",68,1050,1574.13
"2e4670e5-768a-49bb-873b-3cf27f87adee",57,1320,8008.39
"e83680c4-6b0e-4805-ab38-f1840cfe87ef",102,1052,-7761.99
"d6f85999-92ae-486a-b9ea-35afe2b133b5",89,1274,3982.25
"71acdd66-fa47-40e9-810f-b1c75d7da38d",66,467,-7851.77
"8d5a1429-0dba-4f27-9dc3-64debfd7fd7a",47,567,-804.29
"ece8f91a-dc18-4809-b0b7-a8f77de12d8f",94,1121,281.78
"b765488a-c058-4063-800e-9c6c50d52eb2",38,883,-8569.51
"09a46a8d-5e0b-4c7a-95b8-c4f1f6443415",85,313,7248.1
"3986be04-856c-4df0-82e7-5f262eb8db4b",12,829,-1572.54
"4af736f2-2618-49ad-90c7-f70a1d4f7e31",64,864,-9521.13
"08c22556-bd98-4d8b-942f-ff4d3f9a8b33",8,268,-938.69
"dec1e7c4-1a0f-4d28-acac-e77cd828738b",37,243,-6291.47
"f0e32d0f-5a69-481c-ba29-7b618aa51d11",15,319,9047.09
"ffab6e42-8035-430d-ac52-96d83f5a9900",84,223,-8341.95
"5d0d5120-8d89-4e8c-af6a-a8507201f332",68,984,-5279.87
"30dae67d-7657-4d5d-a671-a80a90d8e8de",104,142,1383.41
"e476ca9a-8e4d-48db-ad77-f321d350d8a3",43,1043,-1578.17
"c3b50271-6048-4f03-9010-3a061bd1f271",70,898,5687.98
"47a9316e-5eef-4342-91cb-de1085c6dcb7",114,1151,-5242.41
"45b5099d-339e-4b6c-82c6-89e949a7e000",24,69,-6738.61
"c78d7ff7-9cb5-43e4-be32-c45e3d7485cf",14,279,-569.12
"bfebf05b-d8ca-4ab5-b746-fe05a6aa973d",74,223,5563.95
"543d69e4-d52d-4640-ad7c-ac32588846cd",50,224,-5631.66
"d0d4c0be-ead0-45e6-bbf5-f987f64d5bd5",2,1221,8313.9
"bc0de930-7319-40f3-9670-ab7a6b408c87",42,274,-9827.45
"815d8fd9-2248-444f-adab-d664da826fca",76,5,-8234.37
"ea909dc3-081a-4977-b0dc-238e5aa3fa2b",84,246,6361.55
"9bb32142-a264-4baa-8a3e-475b8d8ad2d4",64,1012,-3661.61
"79636725-e100-4320-9d71-b263cd60545b",113,492,5978.52
"8f887507-d06c-42d7-9c20-19f846d98e5a",1,411,4634.4
"cdc21a0b-2dda-4c16-b1dc-991d35aeb4a5",62,961,9442.99
"811eec13-674c-4019-bb2f-083a558506ba",65,660,-5105.13
"1f7a88c6-1773-4b51-87ba-ff4fe31063df",48,1086,1679.4
"596e6d48-cef9-4c16-8ed1-f15603b4b122",25,390,2361.98
"dcff2776-e66a-484f-824e-fdde69aba1c3",33,652,7651.27
"e370ee2c-f090-4355-9915-fdea87bb66b6",115,483,-8069.76
"567c00d1-61a8-4760-bc54-e52ef2647ed0",65,277,-1315.7
"e6ad262b-a4fb-43f1-8286-c0292a05f999",54,187,2955.35
"12d67826-c98f-4396-8a57-11c52e5f4c80",86,91,5645.07
"71825996-6d52-47b1-98ab-2616ffd319e9",54,657,-9564.01
"6a4e2753-ff57-4eef-a40c-7d3e194764aa",55,585,1850.98
"f2e9360c-24c4-4558-8764-ba35beedc930",107,856,-9562.43
"22bbe5c7-8d59-4a6e-9d94-05d575ec809e",114,258,2467.52
"e275249d-e111-470f-9391-4779f019dd82",18,913,1122.68
"92382300-8f15-40fa-946e-98660a39c3a0",51,104,-6626.76
"4bbd33e1-8cb1-4bc8-8cfa-53c1a722647c",33,850,-6238.93
"1984ab24-d141-4e37-aec2-daa319e827c2",111,1353,-1288.99
"355ff3bd-185b-4825-b7be-ecaa33b4a92f",77,1136,-7929.2
"d52fd86e-0454-4aaf-9af6-690e1d8afae7",78,222,2973.76
